title,url,dtype,abstract,content,source,pubtime,medianame,collecttime,channel
天大药业(00455):与上海医药合作后不会有新品牌,http://stock.10jqka.com.cn/20150828/c581368712.shtml,news,"同花顺金融网  1小时前上海医药(02607)早前透过配售入股天大药业(00455),成为天大药业第二大股东,天大药业董事总经理施少斌表示,双方合作可发挥各自的优势,探讨成立合资公司,开拓中医药市场...  2条相同新闻  -  百度快照","</p><p>　　<span class=""gjc"">上海医药（601607）</span>(02607)早前透过配售入股天大药业(00455)，成为天大药业第二大股东，天大药业董事总经理施少斌表示，双方合作可发挥各自的优势，探讨成立合资公司，开拓中医药市场，未来合作的方向包括在产品、基本运作及市场营销等方面，坦言在市场营销的合作，是最简单及最快，他又指，上海医药在内地的品牌名气大，故两者合作后不会创建新品牌。对于人民币近期贬值，公司财务部经理何伟智表示，由于公司资产大多是人民币，手持现金则人民币及港元各占一半，由于公司在澳洲有业务，故人民币贬值对公司属利好因数，又强调公司有做掉期等汇率对冲活动。施少斌表示，公司未来会向儿童健康药品、老人药品及特殊功能药品方向进行研发，惟未有透露今年会否有新药品推出市场。上海医药财务总监沈波表示，内地医药市场庞大，双方合作虽会造成少量竞争，但相信合作所带来的正面影响会更大，日后双方会在多方面合作发展，惟细节不便透露。 (kc</p> <span class=""scrolllisten-item"" data-taid=""zx_gegu_wzjs"" id=""arcttailmark""></span>",同花顺金融网,2015-08-28 15:55, ,2015-08-28 16:55,Search engine
...交通运输部水运局一副巡视员涉案 两涉案官员曾亮相发布会,http://www.cdwb.com.cn/html/2015-08/28/content_2234901.htm,news,"成都晚报  12小时前天津港“8·12”爆炸11人被立案侦查 交通运输部水运局一副巡视员涉案 两涉案官员曾亮相发布会2015年8月28日第14版分享到: 昨日,新华社记者从最高检获悉,针对...  3条相同新闻  -  百度快照",<p>  昨日，新华社记者从最高检获悉，针对天津港“8·12”特别重大火灾爆炸事故，检察机关分别对天津市交通运输委员会主任武岱（正厅级）等11人依法立案侦查并采取刑事强制措施。</p><p>  此外，公安机关已对瑞海公司董事长于学伟，副董事长董社轩，副总经理曹海军、刘振国、田旺，前法定代表人李亮，安保部经理郭向滨，财务总监宋齐，操作部副经理李雅翔，天津中滨海盛安全评价监测有限公司评价师曾凡强等12名犯罪嫌疑人依法刑事拘留；对在事故中受伤的瑞海公司总经理只峰、主管安全的副总经理尚庆森2名犯罪嫌疑人依法监视居住。</p><p>  6部门失察或监管不力</p><p>  天津市交通运输委员会</p><p>  （天津港危化品经营管理主管部门）</p><p>  违规发放经营许可证，对瑞海公司违法违规经营活动监管不力</p><p>  天津市安全生产监督管理局（安全生产监督管理部门）</p><p>  对瑞海公司存在的安全隐患和违法违规经营问题未及时检查发现和依法查处</p><p>  滨海新区安全生产监督管理局</p><p>  （安全生产监督管理部门）</p><p>  对瑞海公司存在的安全隐患和违法违规经营问题未及时检查发现和依法查处</p><p>  滨海新区规划和国土资源管理局（辖区各类建设项目规划管理部门）</p><p>  明知瑞海公司经营危险化学品仓储地点违反安全距离规定，违规批准其危险化学品仓储业务规划</p><p>  天津港（集团）公司</p><p>  （港区企业管理单位）</p><p>  对瑞海公司存在的安全隐患和违法违规经营问题未有效督促纠正和处置</p><p>  天津新港海关</p><p>  对瑞海公司日常监管工作失察，对其违法从事危化品经营活动未及时发现并查处</p><p>  给不具备资质的瑞海公司开辟绿色进出关通道，放纵瑞海公司从事违法经营活动</p><p>  11人被立案侦查</p><p>  并被采取刑事强制措施</p><p>  10人涉嫌玩忽职守罪</p><p>  天津市交通运输委员会主任 武岱（正厅级）</p><p>  原天津市交通运输和港口管理局副局长 李志刚</p><p>  （副厅级、已退休）</p><p>  天津市交通运输委员会港口管理处处长 冯刚</p><p>  天津市安全生产监督管理局副局长 高怀友（副厅级）</p><p>  滨海新区安全生产监督管理局局长 曹春波</p><p>  滨海新区规划和国土资源管理局副局长 朱立明</p><p>  天津海关副关长兼新港海关关长 王家鹏（副厅级）</p><p>  天津港（集团）有限公司总裁 郑庆跃（正厅级）</p><p>  天津港（集团）有限公司总裁助理 李洪峰（副厅级）</p><p>  天津港（集团）有限公司安监部副部长 郑树国</p><p>  1人涉嫌滥用职权罪</p><p>  交通运输部水运局副巡视员王金文（副厅级）。他违法行使职权，帮助瑞海公司通过安全评审，致使其通过危化品经营资质审批。</p><p>  高怀友：瑞海取得的安评报告合格</p><p>  8月14日 第二场发布会</p><p>  时任天津市安全生产监督管理局副局长的高怀友称，根据前期对企业的了解情况，瑞海取得的安评报告是合格的，同时也经过天津市港口的安全条件的审查。  他还回应称，取得安评报告后，相关主管部门根据安评结果对现场和安评结论进行审查，是由交通运输部门来审查的。</p><p>  8月15日 第四场发布会 </p><p>  高怀友表示，就安评公示问题，8月14日下午征求了交通运输部门的意见，交通运输部门认为对是否公开企业的安评报告没有强制性要求，安评机构作为安评报告公开的主体，如果在不涉及国家秘密和商业秘密的前提下，可以对评价报告的部分内容进行公开。</p><p>  郑庆跃在发布会上“澄清”“喊冤”</p><p>  8月19日 第九场发布会</p><p>  “8·12”爆炸后的前7天，天津官方共计召开8场发布会，天津港集团没有发出任何声音。8月19日举行的第九场发布会，姗姗来迟的天津港(集团)有限公司总裁郑庆跃一露面就迫不及待地对在场媒体“澄清”。他说，天津港集团是市属国有企业，于2004年6月由原港务局整体转制成为集团公司，不再具备原天津港务局行政管理职能。</p><p>  他还说，天津港是个区域的概念，本次发生爆炸事故的瑞海国际物流公司是一家民营企业，坐落在天津港区域范围内。天津港集团也是坐落在同一区域范围内的从事港口装卸业务的国有企业，“作为企业，我们对其他企业的危险品不具备监管职能。” 综合新华社等</p>,成都晚报,2015-08-28 04:55, ,2015-08-28 16:55,Search engine
他迷恋官员妻子“殉情自杀”,http://epaper.xiancn.com/xawb/html/2015-08/28/content_384163.htm,news,"西安日报  14小时前周晓静告诉媒体,陈德军生前系江苏扬州汉文化建筑材料有限公司总经理,个人资产过千万;2012年8月11日,陈德军应时任高邮市政法委官员王超(化名)之邀,前往赴宴,次日...  4条相同新闻  -  百度快照",<p>  整整3年，37岁的周晓静一直在为丈夫陈德军的死亡真相奔走。周晓静告诉媒体，陈德军生前系江苏扬州汉文化建筑材料有限公司总经理，个人资产过千万;2012年8月11日，陈德军应时任高邮市政法委官员王超(化名)之邀，前往赴宴，次日凌晨被发现死在距王家不到一公里的排污渠中。</p><p>  不过，高邮警方向周晓静等亲属通报案情称，案发当晚，陈德军没有与王超共进晚餐，而是与王超的妻子戴梅(化名)在一起;戴梅自称与陈德军系情人关系，2012年8月11日下午6点左右，陈德军前往戴梅家，两人一同吃饭;饭后，两人外出;次日凌晨2点左右，途经高邮市高邮镇高谢社区一排污渠，戴梅向陈德军提出分手，陈气不过，跳进排污渠，殉情自杀。</p><p>  2012年8月28日，高邮市公安局对此做出不予立案通知书。</p><p>  2012年9月11日，高邮市公安局出具的尸检报告显示，死者陈德军体内未检出催眠镇静类药物、毒化物及乙醇成分，鉴定结论为：陈德军系生前溺水死亡。2013年1月15日，江苏省公安厅物证鉴定中心出具的尸检报告，鉴定结论相同。</p><p>  周晓静说，当年(2012年)陈德军35岁、戴梅46岁，两人相差11岁。因事发蹊跷，周晓静不认可警方的结论，怀疑丈夫陈德军是被打昏后，抛入排污渠溺水死亡的。</p><p>  当年参与打捞尸体的胡长红告诉媒体，将陈德军从水底打捞上来时，发现其上身赤裸，双手交叉抱在胸前，手里还握着一只矿泉水瓶。</p><p>  媒体实地采访发现，陈德军“溺亡”的排污渠宽4米、深2米左右。陈德军的亲友们说，陈德军身高1.8米，体重100公斤，自小水性好。周晓静称，案发后，陈德军的亲友们在案发现场周边发现血迹，并在王超家中的洗衣机里发现了几件血衣。</p><p>  8月24日，高邮市公安局信访办主任徐锦燏回应媒体称，警方未立案，是因为事后调查排除了他杀;经鉴定，陈德军亲友发现的两处血迹，均为“动物血”。</p><p>  王超告诉媒体，案发当晚他在外与人吃饭，确实没有与陈德军在一起。他透露，该事发生后，妻子戴梅已很少回家;目前，家人也不知戴在何处，无法联系上她。</p><p>  此外，周晓静等家属还认为陈德军尸检报告也存在疑点。</p><p>  8月24日，江苏高邮市公安局信访办主任徐锦燏称，高邮市人民检察院已介入调查“千万富翁迷恋政法委官员妻子殉情自杀”一案。  文/图 新华</p>,西安日报,2015-08-28 02:55, ,2015-08-28 16:55,Search engine
纪念抗战胜利70周年书画展开幕,http://www.guilin.gov.cn/bmdt/201508/t20150828_538980.htm,news,"桂林市人民政府网  43分钟前【桂林日报讯】(记者陈娟)8月27日上午,由桂林市文化新闻出版广电局主办、桂林市中华文化促进会承办的纪念抗日战争胜利70周年书画展在桂林博物馆开幕,展出的100多幅...  百度快照","桂林市人民政府网  43分钟前【桂林日报讯】(记者陈娟)8月27日上午,由桂林市文化新闻出版广电局主办、桂林市中华文化促进会承办的纪念抗日战争胜利70周年书画展在桂林博物馆开幕,展出的100多幅...  ",桂林市人民政府网,2015-08-28 16:12, ,2015-08-28 16:55,Search engine
法院诉讼费将可以网上缴纳,http://v.ifeng.com/news/society/201508/014ae20e-e765-4658-87d9-27fb489949a9.shtml,news,凤凰网  7小时前法院诉讼费将可以网上缴纳来源:东方宽频 发布:2015-08-28 08:58:00 时长:00:47 播放数:0 评论数:0居中观看 0 0  ...  反馈  新浪微博  腾讯空间  ...  4条相同新闻  -  百度快照,"<span>法院诉讼费将可以网上缴纳</span><p>来源:东方宽频    发布:2015-08-28 08:58:00    <span>时长:<span id=""duration"">00:47</span></span>    <span id=""numplay"">播放数:0</span>    <span id=""numpl"">评论数：0</span></p>",凤凰网,2015-08-28 09:55, ,2015-08-28 16:55,Search engine
中國企業赴美國蓋樓 美媒:重新勾勒洛杉磯市容,http://fujian.people.com.cn/BIG5/n/2015/0828/c234794-26162301.html,news,"人民网福建站  2小时前外媒稱,洛杉磯 最近幾年,一波波來自中國的資金投入南加州的房地產市場,幾乎在重新勾勒洛杉磯市容的輪廓,但在中國的房市、股市和匯市利空消息頻傳之際,這股熱潮是否...  88条相同新闻  -  百度快照","<p style=""text-indent: 2em;"">外媒稱，洛杉磯—最近幾年，一波波來自中國的資金投入南加州的房地產市場，幾乎在重新勾勒洛杉磯市容的輪廓，但在中國的房市、股市和匯市利空消息頻傳之際，這股熱潮是否會降溫？</p><p style=""text-indent: 2em;"">據美國之音電台網站8月26日報道，洛杉磯市中心的樓群輪廓正在快速變化，沿著穿越市中心的110號高速路旁的許多空置多年的地段正在大興土木，有如雨后春筍，這要歸功於亞洲的投資者，特別是中國的地產發展商。</p><p style=""text-indent: 2em;"">韓國航空公司老板把威爾謝酒店打掉重建為旅館和辦公樓的73層混合建筑，前年奠基，預定今年完工，明年啟用，樓高335米，將取代附近的美利堅銀行高塔，成為密西西比河以西最高的建筑物。</p><p style=""text-indent: 2em;""><strong>華資項目雨后春筍</strong></p><p style=""text-indent: 2em;"">北京的泛海集團前年以大約兩億美元買下了洛杉磯斯特裡普斯中心正對面的空地停車場，計劃興建五星級的酒店、公寓和商場。目前已經開挖。</p><p style=""text-indent: 2em;"">報道稱，上海的綠地集團在洛杉磯市中心2.4公畝的空地打造一座集旅館、集合公寓和商場為一體的城中城，去年破土，四座大樓預定2008年完工，投資額十億美元。</p><p style=""text-indent: 2em;"">深圳的合正房地產集團公司去年斥資一億美元買下斯特裡普斯中心對角的豪華酒店和停車場空地，今年8月宣布和美國的業者合作，改建高檔的w酒店和住家及商業大樓，投資7億美元，預定后年啟用。</p><p style=""text-indent: 2em;"">洛杉磯縣經濟發展公司的執行長比爾·艾倫說：“美國是當今全球頂尖的投資目標，加州是第一名，洛杉磯是很大的投資來源，很多來自中國，還有其他亞太國家，加州的市場很大，特別是房地產市場，洛杉磯縣是全美國人口最多的縣，加州是全美國人口最多的州，這裡有許多可投資的空間。”</p><p style=""text-indent: 2em;""><strong>看好美國經濟</strong></p><p style=""text-indent: 2em;"">報道稱，這不僅是洛杉磯本地專家的看法，中華全國工商業聯合會房地產商會會長聶梅生一年多前訪問洛杉磯時就曾表示：“一邊是錢有些多，也不好說是熱錢，資金比較充裕，而這一方面在復蘇的過程需要資金的進入，如果說現在美國的經濟繼續下滑，可能這個錢也不會進來，我希望能夠達到一個共贏的局面。”</p><p style=""text-indent: 2em;"">分散風險是吸引中國發展商的另一個因素。洛杉磯加州大學安德森管理學院的經濟學家俞偉雄認為中國房市的十年榮景已經泡沫化。俞偉雄表示：“一兩年前開始，所謂的泡沫已經破滅了，現在房價在走下坡，所以那些房地產開發商察覺到過去的高成長在中國已經走到頂端，他們很聰明，發現美國市場還有很大的發展空間，所以他們就做一個分散投資。”</p><p style=""text-indent: 2em;"">俞偉雄看到的是一個天作之合。他表示：“因為他們過去長期的房地產獲利，他們有很雄厚的資金，所以他們現在把這些資金帶來美國，美國現在剛好從房地產破滅的2006年和2007年的谷底爬升，我覺得這是一個非常好的投資策略，對他們也很好，對美國也很好。”</p><p style=""text-indent: 2em;""><strong>商業大樓郊區住房通吃</strong></p><p style=""text-indent: 2em;"">報道稱，中國房地產發展商著眼的不僅是鬧區的商業大樓，他們也在涉足郊區的家庭住房市場，在洛杉磯市區西北一小時車程，裡根總統紀念圖書館所在的西米谷市，中國的朗詩綠色地產正在這小城打造一個152個單一家庭住宅和三十多個提供給長者居住的單位。</p><p style=""text-indent: 2em;"">艾倫表示：“朗詩對加州人特別有吸引力，因為他們跟我們一樣認同綠色環保建筑，他們在中國和歐洲都有良</p><p style=""text-indent: 2em;"">好紀錄可查，這在加州特別受歡迎，他們申請許可証的批文都可能快些。”</p><p style=""text-indent: 2em;"">朗詩地產美國公司的經理何英緬表示：“我們認為美國的房地產市場還在復蘇，即使今年的成長速度不如去年，但從長遠看，我們相信美國的市場會保持強勁。”</p><p style=""text-indent: 2em;""><strong>中國股市匯市房市影響</strong></p><p style=""text-indent: 2em;"">報道稱，中國對美國商業地產投資前年已經突破30億美元，上沖的勢頭方興未艾，但在這個月人民幣貶值和股市暴跌的局面出現后，會帶來什麼沖擊？</p>",人民网福建站,2015-08-28 14:53, ,2015-08-28 16:53,Search engine
山西省国土资源厅太原经济技术开发区土地分局国有建设用地使用权...,http://news.sina.com.cn/o/2015-08-28/doc-ifxhkaeq8782983.shtml,news,"新浪新闻  10小时前晋国土资厅并经土告字〔2015〕03号经太原市人民政府批准,山西省国土资源厅太原经济技术开发区土地分局决定以挂牌方式出让一幅地块的国有建设用地使用权。现将有关...  百度快照",</p><p>　　经太原市人民政府批准，山西省国土资源厅太原经济技术开发区土地分局决定以挂牌方式出让一幅地块的国有建设用地使用权。现将有关事项公告如下：</p><p>　　一、挂牌出让地块的基本情况和规划指标要求（见附表）。</p><p>　　二、中华人民共和国境内外的法人、自然人和其他组织（除法律法规另有规定外）均可申请参加，申请人可以单独申请，也可以联合申请。</p><p>　　三、本次国有建设用地使用权挂牌出让按照价高者得原则确定竞得人。</p><p>　　四、本次挂牌出让的详细资料和具体要求，见挂牌出让文件。申请人可于2015年9月8日至2015年9月26日，到太原经济技术开发区政务服务中心二层土地分局窗口获取挂牌出让文件。</p><p>　　五、申请人可于2015年9月8日至2015年9月26日，向我局提交书面申请。交纳竞买保证金，报名申请的截止时间为2015年9月26日17时。</p><p>　　经审查，申请人按规定交纳竞买保证金，具备申请条件的，我局将确认其竞买资格。</p><p>　　六、本次国有建设用地使用权挂牌地点为山西省国土资源厅太原经济技术开发区土地分局（太原经济技术开发区唐槐路86号），挂牌时间为：</p><p>　　2015-07号宗地：2015年9月18日10时00分至2015年9月28日10时00分；</p><p>　　七、其他需要公告的事项</p><p>　　（一）挂牌时间截止时，有竞买人表示愿意继续竞价，转入现场竞价，通过现场竞价确定竞得人。</p><p>　　（二）本次出让不接受邮寄、电子邮件、电话或口头竞买申请。</p><p>　　（三）2015-07号宗地属于城中村改造项目，竞买人需全面了解并遵照执行太原市关于城中村改造的相关政策和经济区管委会的具体要求。</p><p>　　（四）本局认为需要对以上国有建设用地使用权挂牌出让的时间、地点、文件内容及其他事项做出变更时，将发布变更公告，届时以变更公告为准。</p><p>　　八、联系方式</p><p>　　联系地址：太原经济技术开发区政务</p><p>　　服务中心二层土地分局窗口</p><p>　　联系电话：0351-7562046联系人：郭志豪</p><p>　　山西省国土资源厅太原经济技术开发区土地分局</p><p>　　2015年8月28日</p>,新浪新闻,2015-08-28 06:55, ,2015-08-28 16:55,Search engine
[看东方]文汇报:法院诉讼费将可以网上缴纳,http://news.cntv.cn/2015/08/28/VIDE1440728404170972.shtml,news,中国网络电视台  6小时前[看东方]文汇报:法院诉讼费将可以网上缴纳 发布时间:2015年08月28日 10:22 | 进入复兴论坛 | 来源:央视网 | 手机看新闻 | ...  百度快照,<p>中国中央电视台  中国网络电视台  版权所有<br/>违法和不良信息举报电话:010-88047123  京icp证060535号  京公网安备110000000018号  京网文[2014]0383-083号<br/>网上传播视听节目许可证号 0102004  新出网证（京）字098号  中国互联网视听节目服务自律公约</p>,中国网络电视台,2015-08-28 10:55, ,2015-08-28 16:55,Search engine
高压打假治劣严打掺杂掺假,http://news.21cn.com/caiji/roll1/a/2015/0828/03/29966482.shtml,news,"21CN  13小时前今年以来,东莞市食品药品监督管理局通过“一建二改三完善”(建设东城三鸟批发市场屠宰点;改造生鲜家禽产品经营档口,改造4个保留的活禽经营档口;完善冷链配送硬件设施、...  5条相同新闻  -  百度快照",<p>　　信息时报记者 段亚雄</p><p>　　昨日，记者从东莞市食品药品监督管理局获悉，今年上半年全市检查企业40512家（次），查办违法案件548宗，罚没款262万元。其中，移交公安案件4宗。接下来，该局将在全市营造打假治劣高压态势，严厉打击掺杂掺假、非法使用添加剂、使用不合格原料等多种违法违规行为。</p><p>　　<strong>评估生鲜家禽上市工作</strong></p><p>　　今年以来，东莞市食品药品监督管理局通过“一建二改三完善”（建设东城三鸟批发市场屠宰点；改造生鲜家禽产品经营档口，改造4个保留的活禽经营档口；完善冷链配送硬件设施、完善配送网络建设、完善市场销售储存条件），对市场的环境设施进行了全面优化升级，并采取检疫保障、新鲜保障、源头保障等多种措施，确保生鲜家禽产品从屠宰到销售整个链条的质量安全。6月25日，东莞顺利实行家禽“集中屠宰、冷链配送、生鲜上市”工作。</p><p>　　该局相关负责人表示，目前东莞市家禽“集中屠宰、冷链配送、生鲜上市”工作己正式实施。接下来将做好效果评估，及时了解生鲜家禽上市后的销售情况和存在问题，制定应对措施。与高校合作，通过问卷调查、实地采访等形式，全面评估生鲜家禽上市工作。</p><p>　　<strong>加大重点区域监管力度</strong></p><p>　　今年上半年，市食药监在全市检查企业40512家次，查办违法案件548宗，罚没款262万元。其中，移交公安案件4宗，如联合公安部门捣毁凤岗镇一特大假药窝点，这些假药销往全国6省市以及印尼等国家和地区。</p><p>　　市食药监相关负责人表示，将针对食品药品安全领域的重点环节、重点区域、重点产品可能存在的隐患进行排查。</p><p>　　今年上半年，全市共发现大的风险隐患31项，已完成整改30项，整改率达97%。同时，还将营造打假治劣高压态势，开展腊味、蜂蜜、白酒小作坊和散装白酒生产企业、糖果和巧克力生产企业、食用植物油、豆制品等专项整治，严厉打击掺杂掺假、非法使用添加剂、使用不合格原料等行为；开展农村食品安全专项整治，重点解决农村地区销售“五无”食品、“两超一非”食品、标签标识不合格或虚假标注、过期变质食品问题；加强对江南农批市场等食品批发市场监管；开展学校食堂、企业食堂等集体食堂专项整治等。</p><p>　　值得关注的是，该部门还将加大重点区域的监管力度，重点关注信立农批市场、江南农批市场、大型企业集体食堂、学校食堂等区域。</p>,21CN,2015-08-28 03:55, ,2015-08-28 16:55,Search engine
中华中医药学会副会长吕玉波:运用信息技术助推中医药事业发展,http://jjckb.xinhuanet.com/2015-08/28/c_134562687.htm,news,"经济参考网  9小时前    “信息技术的不断进步,给中医药的发展带来机遇。运用信息技术,对解决中医药发展中的一些瓶颈问题有着强大的技术支持作用。”8月24日,中华中医药学会...  5条相同新闻  -  百度快照",<p>    “信息技术的不断进步，给中医药的发展带来机遇。运用信息技术，对解决中医药发展中的一些瓶颈问题有着强大的技术支持作用。”8月24日，中华中医药学会副会长吕玉波在“2015健康中国与中医药发展高峰论坛”如此表示。</p><p>　　吕玉波表示，首先，互联网技术助推中医医疗服务的变革与创新。这方面主要体现在：一、互联网和信息技术的发展为中医药传播提供了便捷条件。通过信息技术，中医药的研究开发可以面向社会大众的中医药疾病诊治、养生保健等知识库，通过建立微门户、微博群、微信等移动平台，主动推送中医药预防保健和养生知识，逐步形成个性化、智能化健康决策支持服务能力。二、互联网问诊平台通过在线问诊、诊前咨询，引导其科学、合理就医，最终实现医疗资源的合理使用，因而将成为分级诊疗的有效手段。三、对服务流程的变革。如门诊就医流程的再造——预约支付+智慧药房等。四、互联网应用可把诊间医患沟通扩展到线上，充分整合医生、患者的碎片化时间。五、通过技术、平台整合，把诊间治疗向前、向后延展，实现诊前-诊间-诊后全生命周期数据采集与管理。</p><p>　　其次，互联网技术助推中医人才培养。包括：中医药人才虚拟交流社区、区域医疗信息共享与协作网络平台、对下级和基层医疗的及时指导等几个方面。</p><p>　　再次，应用信息技术推动中医药知识传承与创新。主要有中医药知识管理的数据化、名老中医经验知识挖掘与传承、围绕病种构建中医药决策支持系统。</p><p>　　最后，应用数据挖掘技术还可以探索中医药内在规律。</p>,经济参考网,2015-08-28 07:55, ,2015-08-28 16:55,Search engine
广西“鬼节” 十里长街铺鸭子 叫声不绝到处弥漫家禽气味,http://news.rugao35.com/newsshow-147390.html,news,"如皋新闻网  7小时前当日凌晨,在广西柳州市航生北路,商家将十万余只鸭子铺满道路进行批发售卖,数百米的街道上满街都是鸭子,叫声不绝,空气中弥漫着家禽的气味。景观也真真是一绝。  ...  165条相同新闻  -  百度快照","<p>　　如皋商务信息网讯 8月27日是农历七月十四，广西人俗称“鬼节”，民众有吃鸭子的习俗。如果你此时站在广西柳州市航生北路上，你就是群鸭拥簇了。</p><p style=""text-align:center;""><img alt="""" src=""/upload/editor/2015-8-28/2015828932305882a5ae.jpg""/></p><p>　　当日凌晨，在广西柳州市航生北路，商家将十万余只鸭子铺满道路进行批发售卖，数百米的街道上满街都是鸭子，叫声不绝，空气中弥漫着家禽的气味。景观也真真是一绝。</p><p style=""text-align:center;""><img alt="""" src=""/upload/editor/2015-8-28/201582893241916b6h9v.jpg""/></p><p>　　无数商贩通宵进行采买，这一天也是当地一年中鸭子销量单针最大的时候，而这样通宵满街卖鸭子的场景已持续了十余年。</p><p style=""text-align:center;""><img alt="""" src=""/upload/editor/2015-8-28/201582893251603g4919.jpg""/></p><p>　　传统的广西人，其实是把“鬼节”当作一种灵魂的崇拜。农历七月十四这一天，大街小山巷到处飘荡着糍粑、鸭子的香味。人们买好过节的用品，燃上香烛， 摆上鸭肉、饭、水果等食品祭过祖先后，一家人便围坐在一起，共享节日午餐。因此，在广西人的眼中，七月十四不仅仅是神秘的“鬼节”，又是一家老小团聚的日子。</p><p style=""text-align:center;display:none;""><img src=""/public/snpfunction/rugaofooter.jpg""/></p><p class=""mznotice""><strong>免责声明：</strong>本文仅代表作者个人观点，与本网无关。其原创性以及文中陈述文字和内容未经本站证实，对本文以及其中全部或者部分内容、文字的真实性、完整性、及时性本站不作任何保证或承诺，请读者仅作参考，并请自行核实相关内容。<br/><font color=""red"">版权声明：未经如皋商务信息网授权不得转载、摘编或利用其它方式使用上述作品。已经经本网授权使用作品的，应在授权范围内使用，并注明“来源：如皋商务信息网”。违反上述声明者，本网将追究其相关法律责任。</font></p>",如皋新闻网,2015-08-28 09:55, ,2015-08-28 16:55,Search engine
巴西下半年家禽出口量预计增长5%,http://www.feedtrade.com.cn/livestock/poultry/2015-08-28/2150833.html,news,"中国饲料行业信息网  8小时前根据预计,巴西2015年下半年家禽产量将增长3%;出口量增长5%。 巴西动物蛋白协会(ABPA)称,2015年下半年的鸡肉产量增幅预计为2%～3%,接近1300万吨,和全球第二大生产  2条相同新闻  -  百度快照","中国饲料行业信息网  8小时前根据预计,巴西2015年下半年家禽产量将增长3%;出口量增长5%。 巴西动物蛋白协会(ABPA)称,2015年下半年的鸡肉产量增幅预计为2%～3%,接近1300万吨,和全球第二大生产  2条相同新闻  -  ",中国饲料行业信息网,2015-08-28 08:55, ,2015-08-28 16:55,Search engine
